=== VTF Upscaler 7.0.0 Log — 2026-02-17 21:44:53 ===

[21:44:53] ⚡ Using cached scan for 736 files (instant)...
[21:44:53] ⊖ Skipped 204 files: 62x already 4096x4096, 21x 4096x2048, 9x mask texture, 3x 2048x4096
[21:44:53] 🔍 Scan done: 532 to upscale (109.8 MB), 204 skipped | batch size: 200
[21:44:53] 📦 Batch 1/3 (200 files)...
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0017.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0017.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0016.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0016.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0019.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0019.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0021.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0021.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0018.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0018.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0020.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0020.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0023.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0023.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0022.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0022.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0025.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0025.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0024.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0024.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0027.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0027.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0029.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0029.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0026.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0026.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0028.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0028.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0031.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0031.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0033.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0033.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0030.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0030.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0035.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0035.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0037.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0037.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0032.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0032.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0034.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0034.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0039.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0039.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0036.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0036.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0041.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0041.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0043.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0043.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0038.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0038.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0040.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0040.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0045.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0045.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0042.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0042.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0047.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0047.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0044.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0044.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0049.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0049.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0046.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0046.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0051.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0051.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0053.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0053.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0048.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0048.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0050.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0050.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0052.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0052.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0055.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0055.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0054.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0054.png done
[21:44:54] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0057.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0057.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0059.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0059.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0056.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0056.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0061.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0061.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0063.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0063.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0058.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0058.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0060.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0060.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0062.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0062.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0065.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0065.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0067.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0067.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0064.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0064.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0066.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0066.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0069.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0069.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0071.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0071.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0068.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0068.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0073.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0073.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0070.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0070.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0075.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0075.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0072.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0072.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0077.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0077.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0074.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0074.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0079.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0079.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0076.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0076.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0081.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0081.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0078.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0078.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0083.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0083.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0080.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0080.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0085.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0085.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0082.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0082.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0087.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0087.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0084.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0084.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0089.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0089.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0086.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0086.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0088.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0088.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0091.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0091.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0093.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0093.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0090.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0090.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0095.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0095.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0092.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0092.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0097.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0097.png done
[21:44:55] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0094.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0094.png done
[21:44:56] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0099.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0099.png done
[21:44:56] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0096.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0096.png done
[21:44:56] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0101.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0101.png done
[21:44:56] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0098.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0098.png done
[21:44:56] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0103.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0103.png done
[21:44:56] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0100.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0100.png done
[21:44:56] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0105.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0105.png done
[21:44:56] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0102.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0102.png done
[21:44:56] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0107.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0107.png done
[21:44:56] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0104.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0104.png done
[21:44:56] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0109.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0109.png done
[21:44:56] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0106.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0106.png done
[21:44:56] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0111.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0111.png done
[21:44:56] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0108.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0108.png done
[21:44:56] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0113.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0113.png done
[21:44:56] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0110.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0110.png done
[21:44:56] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0115.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0115.png done
[21:44:56] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0112.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0112.png done
[21:44:56] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0117.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0117.png done
[21:44:56] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0114.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0114.png done
[21:44:56] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0119.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0119.png done
[21:44:56] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0116.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0116.png done
[21:44:56] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0121.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0121.png done
[21:44:56] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0118.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0118.png done
[21:44:56] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0123.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0123.png done
[21:44:56] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0120.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0120.png done
[21:44:56] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0125.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0125.png done
[21:44:56] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0122.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0122.png done
[21:44:56] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0127.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0127.png done
[21:44:56] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0124.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0124.png done
[21:44:56] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0129.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0129.png done
[21:44:56] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0126.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0126.png done
[21:44:56] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0131.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0131.png done
[21:44:56] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0128.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0128.png done
[21:44:57] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0133.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0133.png done
[21:44:57] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0130.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0130.png done
[21:44:57] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0135.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0135.png done
[21:44:57] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0132.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0132.png done
[21:44:57] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0137.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0137.png done
[21:44:57] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0134.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0134.png done
[21:44:57] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0139.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0139.png done
[21:44:57] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0136.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0136.png done
[21:44:57] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0141.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0141.png done
[21:44:57] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0138.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0138.png done
[21:44:57] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0143.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0143.png done
[21:44:57] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0140.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0140.png done
[21:44:57] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0145.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0145.png done
[21:44:57] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0142.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0142.png done
[21:44:57] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0147.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0147.png done
[21:44:57] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0144.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0144.png done
[21:44:57] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0149.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0149.png done
[21:44:57] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0146.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0146.png done
[21:44:57] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0151.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0151.png done
[21:44:57] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0148.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0148.png done
[21:44:57] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0153.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0153.png done
[21:44:57] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0150.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0150.png done
[21:44:57] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0155.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0155.png done
[21:44:57] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0152.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0152.png done
[21:44:57] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0157.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0157.png done
[21:44:57] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0154.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0154.png done
[21:44:57] [GPU] G:\_vtf_scratch\vtf_batch_1_1771364693\input/0159.bmp -> G:\_vtf_scratch\vtf_batch_1_1771364693\output/0159.png done
